run_id,method,seq,t_recv_ns,t_parse_start_ns,t_parse_end_ns,t_ros_publish_ns,payload_size_bytes,status
R01,ROS_TCP,113,1782055386328681509,1782055386328920441,1782055386331146614,1782055386331317897,77,ok
R01,ROS_TCP,114,1782055386384945217,1782055386385138102,1782055386386230003,1782055386386674279,82,ok
R01,ROS_TCP,115,1782055386439698711,1782055386439794653,1782055386440921746,1782055386441328696,75,duplicate
R01,ROS_TCP,116,1782055386505014100,1782055386505136996,1782055386506026472,1782055386506389322,73,ok
R01,ROS_TCP,117,1782055386557352947,1782055386557540754,1782055386558642340,1782055386559019924,81,ok
R01,ROS_TCP,118,1782055386609251779,1782055386609336476,1782055386610539042,1782055386610745436,82,ok
R01,ROS_TCP,119,1782055386670638613,1782055386670814550,1782055386672372846,1782055386672539640,74,ok
R01,ROS_TCP,120,1782055386725268437,1782055386725425520,1782055386726337173,1782055386726650193,75,ok
R01,ROS_TCP,121,1782055386776994608,1782055386777241950,1782055386778254849,1782055386778395357,76,ok
R01,ROS_TCP,122,1782055386831260046,1782055386831433274,1782055386832600364,1782055386832886305,77,dropped
R01,ROS_TCP,123,1782055386896568519,1782055386896675720,1782055386898015216,1782055386898346990,78,ok
R01,ROS_TCP,124,1782055386943166052,1782055386943253158,1782055386944359582,1782055386944705147,72,ok
R01,ROS_TCP,125,1782055386999214187,1782055386999303403,1782055387000551891,1782055387000895578,73,ok
R01,ROS_TCP,126,1782055387053243081,1782055387053324113,1782055387054341881,1782055387054760066,81,ok
R01,ROS_TCP,127,1782055387123206988,1782055387123343549,1782055387124236027,1782055387124712050,83,duplicate
R01,ROS_TCP,128,1782055387166635524,1782055387166687910,1782055387168086118,1782055387168418872,79,ok
R01,ROS_TCP,129,1782055387223991724,1782055387224066632,1782055387225133651,1782055387225582301,76,parse_error
R01,ROS_TCP,130,1782055387284943708,1782055387285073979,1782055387287260805,1782055387287698998,81,ok
R01,ROS_TCP,131,1782055387351174364,1782055387351332623,1782055387352294199,1782055387352748151,77,parse_error
R01,ROS_TCP,132,1782055387402426519,1782055387402556771,1782055387403751069,1782055387404025397,72,ok
R01,ROS_TCP,133,1782055387443894623,1782055387444061096,1782055387445351830,1782055387445785749,79,ok
R01,ROS_TCP,134,1782055387511247772,1782055387511404272,1782055387512687977,1782055387512830102,80,ok
R01,ROS_TCP,135,1782055387567472084,1782055387567702037,1782055387568991913,1782055387569432969,75,ok
R01,ROS_TCP,136,1782055387607959757,1782055387608129964,1782055387609258851,1782055387609512134,80,ok
R01,ROS_TCP,137,1782055387665534144,1782055387665664475,1782055387666938490,1782055387667413923,80,ok
R01,ROS_TCP,138,1782055387720940969,1782055387721124994,1782055387721856110,1782055387722183657,81,ok
R01,ROS_TCP,139,1782055387774833394,1782055387774928861,1782055387776160708,1782055387776312247,80,ok
R01,ROS_TCP,140,1782055387833107705,1782055387833274819,1782055387834522102,1782055387834682184,83,ok
R01,ROS_TCP,141,1782055387899668331,1782055387899819120,1782055387900931290,1782055387901403773,72,ok
R01,ROS_TCP,142,1782055387942631728,1782055387942771241,1782055387943863345,1782055387944028194,72,ok
R01,ROS_TCP,143,1782055388007182943,1782055388007285017,1782055388008406003,1782055388008711484,72,ok
R01,ROS_TCP,144,1782055388062629402,1782055388062817888,1782055388064067385,1782055388064341280,83,ok
R01,ROS_TCP,145,1782055388112139298,1782055388112276904,1782055388113188885,1782055388113379486,80,ok
R01,ROS_TCP,146,1782055388169627910,1782055388169836593,1782055388170613090,1782055388170800512,82,ok
R01,ROS_TCP,147,1782055388217734829,1782055388217813597,1782055388218679989,1782055388219131956,83,ok
R01,ROS_TCP,148,1782055388275963272,1782055388276066799,1782055388277215061,1782055388277617280,77,dropped
R01,ROS_TCP,149,1782055388330140960,1782055388330319259,1782055388331560676,1782055388331890260,80,ok
R01,ROS_TCP,150,1782055388395765204,1782055388395948004,1782055388397125706,1782055388397544576,83,parse_error
R01,ROS_TCP,151,1782055388452909728,1782055388453082084,1782055388454293026,1782055388454500654,79,ok
R01,ROS_TCP,152,1782055388498544366,1782055388498668216,1782055388499695759,1782055388499858218,73,dropped
R01,ROS_TCP,153,1782055388552091511,1782055388552213316,1782055388553106015,1782055388553462176,77,ok
R01,ROS_TCP,154,1782055388614467814,1782055388614643130,1782055388616979095,1782055388617331360,83,ok
R01,ROS_TCP,155,1782055388680943297,1782055388681152620,1782055388682604130,1782055388682985679,83,ok
R01,ROS_TCP,156,1782055388737395846,1782055388737604949,1782055388738367904,1782055388738626623,79,ok
R01,ROS_TCP,157,1782055388777998121,1782055388778212085,1782055388779162147,1782055388779370443,72,ok
R01,ROS_TCP,158,1782055388829739846,1782055388829846018,1782055388830980152,1782055388831452089,78,ok
R01,ROS_TCP,159,1782055388888726334,1782055388888829202,1782055388889759207,1782055388890057290,81,ok
R01,ROS_TCP,160,1782055388950143704,1782055388950392052,1782055388951875465,1782055388952271649,80,ok
R01,ROS_TCP,161,1782055388997905151,1782055388998083695,1782055388999137363,1782055388999599304,83,parse_error
R01,ROS_TCP,162,1782055389053266142,1782055389053344450,1782055389054542827,1782055389054997979,78,ok
R01,ROS_TCP,163,1782055389110956444,1782055389111090276,1782055389112252143,1782055389112432059,81,ok
R01,ROS_TCP,164,1782055389163979849,1782055389164226489,1782055389165169829,1782055389165299056,80,ok
R01,ROS_TCP,165,1782055389221094340,1782055389221248688,1782055389222554180,1782055389222977126,72,ok
R01,ROS_TCP,166,1782055389279923803,1782055389280003542,1782055389280938589,1782055389281152810,78,ok
R01,ROS_TCP,167,1782055389341519786,1782055389341599294,1782055389342526393,1782055389342743325,83,ok
R01,ROS_TCP,168,1782055389399130082,1782055389399298236,1782055389400455370,1782055389400859230,82,ok
R01,ROS_TCP,169,1782055389459532766,1782055389459631807,1782055389460903752,1782055389461132947,80,ok
R01,ROS_TCP,170,1782055389510376859,1782055389510614848,1782055389511723023,1782055389511960581,80,ok
R01,ROS_TCP,171,1782055389563979846,1782055389564034517,1782055389565232991,1782055389565667794,76,ok
R01,ROS_TCP,172,1782055389625019764,1782055389625178416,1782055389626142414,1782055389626270758,76,ok
R01,ROS_TCP,173,1782055389665363036,1782055389665451833,1782055389666506688,1782055389666857925,72,ok
R01,ROS_TCP,174,1782055389730130166,1782055389730196442,1782055389731518335,1782055389731659154,77,ok
R01,ROS_TCP,175,1782055389774949679,1782055389775160755,1782055389777363427,1782055389777531946,73,ok
R01,ROS_TCP,176,1782055389839227596,1782055389839372079,1782055389840477627,1782055389840659664,78,ok
R01,ROS_TCP,177,1782055389885676807,1782055389885802209,1782055389887180938,1782055389887511789,82,ok
R01,ROS_TCP,178,1782055389947300166,1782055389947448002,1782055389948793605,1782055389949158641,81,ok
R01,ROS_TCP,179,1782055389995615694,1782055389995821555,1782055389996987689,1782055389997115909,77,ok
R01,ROS_TCP,180,1782055390060047470,1782055390060118212,1782055390061140883,1782055390061404458,83,ok
R01,ROS_TCP,181,1782055390124318081,1782055390124404644,1782055390125941067,1782055390126229215,81,ok
R01,ROS_TCP,182,1782055390163670418,1782055390163817931,1782055390165296235,1782055390165614859,78,ok
R01,ROS_TCP,183,1782055390217463568,1782055390217710713,1782055390218949806,1782055390219107016,74,ok
R01,ROS_TCP,184,1782055390273977957,1782055390274039078,1782055390274980837,1782055390275433715,78,ok
R01,ROS_TCP,185,1782055390331082155,1782055390331227516,1782055390333356947,1782055390333499139,79,ok
R01,ROS_TCP,186,1782055390395445757,1782055390395673241,1782055390396550329,1782055390396729604,79,ok
R01,ROS_TCP,187,1782055390458180330,1782055390458325906,1782055390459402210,1782055390459857474,83,ok
R01,ROS_TCP,188,1782055390515182876,1782055390515334265,1782055390516561414,1782055390516884960,81,ok
R01,ROS_TCP,189,1782055390554546112,1782055390554786942,1782055390555865255,1782055390556192981,81,ok
R01,ROS_TCP,190,1782055390613057709,1782055390613174119,1782055390614337873,1782055390614734455,81,ok
R01,ROS_TCP,191,1782055390660619502,1782055390660706132,1782055390661670311,1782055390661973420,78,ok
R01,ROS_TCP,192,1782055390718532982,1782055390718583770,1782055390719919414,1782055390720350917,73,ok
R01,ROS_TCP,193,1782055390773257979,1782055390773425920,1782055390774729256,1782055390775055543,83,ok
R01,ROS_TCP,194,1782055390828606570,1782055390828815302,1782055390829832191,1782055390830295451,80,ok
R01,ROS_TCP,195,1782055390900326411,1782055390900484096,1782055390901483041,1782055390901718388,77,ok
R01,ROS_TCP,196,1782055390937931618,1782055390938042658,1782055390938983654,1782055390939186651,72,duplicate
R01,ROS_TCP,197,1782055391013465036,1782055391013633823,1782055391015930500,1782055391016138904,78,ok
R01,ROS_TCP,198,1782055391051403015,1782055391051518177,1782055391052774324,1782055391052898522,79,ok
R01,ROS_TCP,199,1782055391105500462,1782055391105563688,1782055391106989632,1782055391107331341,76,ok
R01,ROS_TCP,200,1782055391170045349,1782055391170258916,1782055391171144551,1782055391171420607,74,ok
R01,ROS_TCP,201,1782055391218180674,1782055391218285735,1782055391219444962,1782055391219831467,80,ok
R01,ROS_TCP,202,1782055391277550191,1782055391277760245,1782055391279009673,1782055391279442886,78,ok
R01,ROS_TCP,203,1782055391331698548,1782055391331948502,1782055391333122401,1782055391333394495,78,dropped
R01,ROS_TCP,204,1782055391387354645,1782055391387561698,1782055391388884913,1782055391389007738,80,ok
R01,ROS_TCP,205,1782055391455188944,1782055391455421071,1782055391456686538,1782055391456926192,78,ok
R01,ROS_TCP,206,1782055391504799142,1782055391505028242,1782055391506023782,1782055391506329154,79,ok
R01,ROS_TCP,207,1782055391561204298,1782055391561431275,1782055391562418103,1782055391562826984,83,ok
R01,ROS_TCP,208,1782055391624641341,1782055391624743070,1782055391626012421,1782055391626297265,80,ok
R01,ROS_TCP,209,1782055391673844203,1782055391673958759,1782055391675108606,1782055391675328703,73,ok
R01,ROS_TCP,210,1782055391717112503,1782055391717196461,1782055391717807686,1782055391718074307,79,ok
R01,ROS_TCP,211,1782055391786738854,1782055391786853121,1782055391788018394,1782055391788424685,72,ok
R01,ROS_TCP,212,1782055391831338841,1782055391831500258,1782055391832765792,1782055391833042925,74,ok
R01,ROS_TCP,213,1782055391891446549,1782055391891542839,1782055391892848426,1782055391893166497,83,ok
R01,ROS_TCP,214,1782055391944931212,1782055391944987355,1782055391946206326,1782055391946546579,80,ok
R01,ROS_TCP,215,1782055391998298160,1782055391998479033,1782055391999836032,1782055392000075864,77,ok
R01,ROS_TCP,216,1782055392064924245,1782055392065047019,1782055392066093253,1782055392066277069,77,ok
R01,ROS_TCP,217,1782055392110190409,1782055392110422318,1782055392111719022,1782055392111977675,77,ok
R01,ROS_TCP,218,1782055392164961861,1782055392165113058,1782055392166309903,1782055392166725131,79,ok
R01,ROS_TCP,219,1782055392238806613,1782055392238983776,1782055392239899200,1782055392240098735,76,ok
R01,ROS_TCP,220,1782055392286726488,1782055392286893812,1782055392288079558,1782055392288524713,76,ok
R01,ROS_TCP,221,1782055392332488858,1782055392332715372,1782055392334023682,1782055392334416772,83,ok
R01,ROS_TCP,222,1782055392388230436,1782055392388411676,1782055392389532994,1782055392389878724,81,ok
R01,ROS_TCP,223,1782055392450474693,1782055392450566296,1782055392451805999,1782055392451933849,76,ok
R01,ROS_TCP,224,1782055392513219364,1782055392513280966,1782055392514552636,1782055392514835399,81,ok
R01,ROS_TCP,225,1782055392570584091,1782055392570699135,1782055392571849462,1782055392572324148,72,ok
R01,ROS_TCP,226,1782055392618345463,1782055392618471723,1782055392619550514,1782055392619747151,82,ok
R01,ROS_TCP,227,1782055392666593443,1782055392666814489,1782055392668189091,1782055392668320204,73,ok
R01,ROS_TCP,228,1782055392734218189,1782055392734406819,1782055392735440486,1782055392735765989,73,ok
R01,ROS_TCP,229,1782055392776538973,1782055392776715462,1782055392777416337,1782055392777789732,77,ok
R01,ROS_TCP,230,1782055392840204131,1782055392840371753,1782055392841605421,1782055392841954913,72,dropped
R01,ROS_TCP,231,1782055392890689835,1782055392890919220,1782055392891958218,1782055392892324257,79,dropped
R01,ROS_TCP,232,1782055392942037983,1782055392942191737,1782055392943484913,1782055392943856624,79,ok
R01,ROS_TCP,233,1782055392997427449,1782055392997590227,1782055392998779232,1782055392999112004,80,ok
R01,ROS_TCP,234,1782055393060157711,1782055393060283001,1782055393061226621,1782055393061380292,75,ok
R01,ROS_TCP,235,1782055393109763190,1782055393109885518,1782055393111226106,1782055393111371691,72,dropped
R01,ROS_TCP,236,1782055393173667093,1782055393173826854,1782055393174985432,1782055393175117416,75,parse_error
R01,ROS_TCP,237,1782055393220307636,1782055393220477922,1782055393221905626,1782055393222208293,72,ok
R01,ROS_TCP,238,1782055393277578339,1782055393277824239,1782055393279018472,1782055393279373596,73,duplicate
R01,ROS_TCP,239,1782055393333680895,1782055393333784851,1782055393334786155,1782055393334984186,78,ok
R01,ROS_TCP,240,1782055393387673504,1782055393387860637,1782055393389328909,1782055393389600383,78,ok
R01,ROS_TCP,241,1782055393457730410,1782055393457861461,1782055393458629783,1782055393458841589,72,ok
R01,ROS_TCP,242,1782055393503323382,1782055393503525517,1782055393504822318,1782055393505145581,75,ok
R01,ROS_TCP,243,1782055393553600325,1782055393553801314,1782055393554890895,1782055393555094189,79,ok
R01,ROS_TCP,244,1782055393618370962,1782055393618444459,1782055393619368677,1782055393619618291,74,ok
R01,ROS_TCP,245,1782055393683830961,1782055393683907763,1782055393684982391,1782055393685339299,77,ok
R01,ROS_TCP,246,1782055393721814872,1782055393722059638,1782055393723279455,1782055393723613649,80,ok
R01,ROS_TCP,247,1782055393789529389,1782055393789696442,1782055393790754521,1782055393791098224,73,ok
R01,ROS_TCP,248,1782055393831300906,1782055393831441498,1782055393832556848,1782055393832823361,74,ok
R01,ROS_TCP,249,1782055393894388404,1782055393894451535,1782055393895835873,1782055393896049199,73,ok
R01,ROS_TCP,250,1782055393943062904,1782055393943203259,1782055393944680832,1782055393944814893,77,parse_error
R01,ROS_TCP,251,1782055394016812286,1782055394017023375,1782055394017901999,1782055394018037659,72,ok
R01,ROS_TCP,252,1782055394055767636,1782055394055976497,1782055394057266445,1782055394057520142,82,ok
R01,ROS_TCP,253,1782055394117460602,1782055394117595124,1782055394118862446,1782055394119310590,75,ok
R01,ROS_TCP,254,1782055394165774235,1782055394165973047,1782055394167098515,1782055394167236834,81,ok
R01,ROS_TCP,255,1782055394223824498,1782055394223877624,1782055394224976339,1782055394225137340,73,ok
R01,ROS_TCP,256,1782055394276494861,1782055394276634099,1782055394277511714,1782055394277948624,73,ok
R01,ROS_TCP,257,1782055394346198277,1782055394346423970,1782055394347440688,1782055394347727154,77,parse_error
R01,ROS_TCP,258,1782055394389396729,1782055394389619872,1782055394390568482,1782055394390698194,72,ok
R01,ROS_TCP,259,1782055394455179244,1782055394455336546,1782055394456370721,1782055394456569654,82,ok
R01,ROS_TCP,260,1782055394501295980,1782055394501414051,1782055394503670358,1782055394503827364,80,ok
R01,ROS_TCP,261,1782055394557390762,1782055394557628672,1782055394559016322,1782055394559474420,72,ok
R01,ROS_TCP,262,1782055394622005948,1782055394622162982,1782055394623393330,1782055394623733546,82,ok
R01,ROS_TCP,263,1782055394664965648,1782055394665094916,1782055394666408008,1782055394666567036,72,ok
R01,ROS_TCP,264,1782055394737616583,1782055394737684827,1782055394739426073,1782055394739848537,74,ok
R01,ROS_TCP,265,1782055394781407320,1782055394781496672,1782055394782346823,1782055394782551350,80,ok
R01,ROS_TCP,266,1782055394837948613,1782055394838042924,1782055394839003588,1782055394839343341,72,ok
R01,ROS_TCP,267,1782055394888434616,1782055394888505710,1782055394889666330,1782055394890002564,77,ok
R01,ROS_TCP,268,1782055394959288961,1782055394959431855,1782055394960599405,1782055394960857216,81,ok
R01,ROS_TCP,269,1782055394999756966,1782055394999863793,1782055395001136520,1782055395001457125,75,ok
R01,ROS_TCP,270,1782055395064691483,1782055395064780776,1782055395065873108,1782055395066177272,82,ok
R01,ROS_TCP,271,1782055395127312207,1782055395127377886,1782055395128637231,1782055395128787031,75,ok
R01,ROS_TCP,272,1782055395181936631,1782055395182130576,1782055395183175016,1782055395183314773,76,ok
R01,ROS_TCP,273,1782055395219627690,1782055395219808770,1782055395221309260,1782055395221452285,67,ok
R01,ROS_TCP,274,1782055395275780762,1782055395276020580,1782055395276973779,1782055395277144227,59,ok
R01,ROS_TCP,275,1782055395330530954,1782055395330756451,1782055395331858919,1782055395332311267,81,ok
R01,ROS_TCP,276,1782055395386394582,1782055395386454243,1782055395387351701,1782055395387821540,78,ok
